,item_id,user_id,age,gender,item_catalog,item_name,weekday,hour,minute,second
0,f8a458a3a4314b8284bf91c191610de8,00d481e75bed4c4aa2cdc0799711fe68,3,男,6.0,民生云快贷,5,18,50,54
1,f8a458a3a4314b8284bf91c191610de8,017a5094fe544967ad557489a3c97189,6,unk,6.0,民生云快贷,5,18,50,54
2,f8a458a3a4314b8284bf91c191610de8,714a4f3891024e1daf6753e01a14cbb8,4,男,6.0,民生云快贷,5,18,50,54
3,f8a458a3a4314b8284bf91c191610de8,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,6.0,民生云快贷,5,18,50,54
4,c789941d88c84c6193be364ce18995f5,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,苏宁银行-微商贷,5,18,50,54
5,c789941d88c84c6193be364ce18995f5,017a5094fe544967ad557489a3c97189,6,unk,1.0,苏宁银行-微商贷,5,18,50,54
6,c789941d88c84c6193be364ce18995f5,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,苏宁银行-微商贷,5,18,50,54
7,c789941d88c84c6193be364ce18995f5,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,苏宁银行-微商贷,5,18,50,54
8,1eb4ae2d201d470ebd43ef85d9f1e48d,00d481e75bed4c4aa2cdc0799711fe68,3,男,6.0,兴享（尊享版）,5,18,50,54
9,1eb4ae2d201d470ebd43ef85d9f1e48d,017a5094fe544967ad557489a3c97189,6,unk,6.0,兴享（尊享版）,5,18,50,54
10,1eb4ae2d201d470ebd43ef85d9f1e48d,714a4f3891024e1daf6753e01a14cbb8,4,男,6.0,兴享（尊享版）,5,18,50,54
11,1eb4ae2d201d470ebd43ef85d9f1e48d,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,6.0,兴享（尊享版）,5,18,50,54
12,243fa91cc52747a7a59867b6087c08c8,00d481e75bed4c4aa2cdc0799711fe68,3,男,6.0,兴享贷A,5,18,50,54
13,243fa91cc52747a7a59867b6087c08c8,017a5094fe544967ad557489a3c97189,6,unk,6.0,兴享贷A,5,18,50,54
14,243fa91cc52747a7a59867b6087c08c8,714a4f3891024e1daf6753e01a14cbb8,4,男,6.0,兴享贷A,5,18,50,54
15,243fa91cc52747a7a59867b6087c08c8,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,6.0,兴享贷A,5,18,50,54
16,0441fd9de87247b792b5048b8feeaa74,00d481e75bed4c4aa2cdc0799711fe68,3,男,8.0,中信银行-信秒贷,5,18,50,54
17,0441fd9de87247b792b5048b8feeaa74,017a5094fe544967ad557489a3c97189,6,unk,8.0,中信银行-信秒贷,5,18,50,54
18,0441fd9de87247b792b5048b8feeaa74,714a4f3891024e1daf6753e01a14cbb8,4,男,8.0,中信银行-信秒贷,5,18,50,54
19,0441fd9de87247b792b5048b8feeaa74,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,8.0,中信银行-信秒贷,5,18,50,54
20,53638271958741b4bd3377a35ef02646,00d481e75bed4c4aa2cdc0799711fe68,3,男,8.0,中国银行-中银E贷,5,18,50,54
21,53638271958741b4bd3377a35ef02646,017a5094fe544967ad557489a3c97189,6,unk,8.0,中国银行-中银E贷,5,18,50,54
22,53638271958741b4bd3377a35ef02646,714a4f3891024e1daf6753e01a14cbb8,4,男,8.0,中国银行-中银E贷,5,18,50,54
23,53638271958741b4bd3377a35ef02646,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,8.0,中国银行-中银E贷,5,18,50,54
24,53b8d18125ff4b6884c32fe365670d3a,00d481e75bed4c4aa2cdc0799711fe68,3,男,8.0,江苏银行-金E贷,5,18,50,54
25,53b8d18125ff4b6884c32fe365670d3a,017a5094fe544967ad557489a3c97189,6,unk,8.0,江苏银行-金E贷,5,18,50,54
26,53b8d18125ff4b6884c32fe365670d3a,714a4f3891024e1daf6753e01a14cbb8,4,男,8.0,江苏银行-金E贷,5,18,50,54
27,53b8d18125ff4b6884c32fe365670d3a,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,8.0,江苏银行-金E贷,5,18,50,54
28,1b92991ebd4f4007a1c77cad0f42f7fd,00d481e75bed4c4aa2cdc0799711fe68,3,男,8.0,广发银行-E秒贷,5,18,50,54
29,1b92991ebd4f4007a1c77cad0f42f7fd,017a5094fe544967ad557489a3c97189,6,unk,8.0,广发银行-E秒贷,5,18,50,54
30,1b92991ebd4f4007a1c77cad0f42f7fd,714a4f3891024e1daf6753e01a14cbb8,4,男,8.0,广发银行-E秒贷,5,18,50,54
31,1b92991ebd4f4007a1c77cad0f42f7fd,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,8.0,广发银行-E秒贷,5,18,50,54
32,265fda2fa64b466ebd6bed6b347248cd,00d481e75bed4c4aa2cdc0799711fe68,3,男,8.0,杭州银行-公鸡贷,5,18,50,54
33,265fda2fa64b466ebd6bed6b347248cd,017a5094fe544967ad557489a3c97189,6,unk,8.0,杭州银行-公鸡贷,5,18,50,54
34,265fda2fa64b466ebd6bed6b347248cd,714a4f3891024e1daf6753e01a14cbb8,4,男,8.0,杭州银行-公鸡贷,5,18,50,54
35,265fda2fa64b466ebd6bed6b347248cd,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,8.0,杭州银行-公鸡贷,5,18,50,54
36,007958ca108145eebaf57a98cee453f3,00d481e75bed4c4aa2cdc0799711fe68,3,男,8.0,渤海银行-公信贷,5,18,50,54
37,007958ca108145eebaf57a98cee453f3,017a5094fe544967ad557489a3c97189,6,unk,8.0,渤海银行-公信贷,5,18,50,54
38,007958ca108145eebaf57a98cee453f3,714a4f3891024e1daf6753e01a14cbb8,4,男,8.0,渤海银行-公信贷,5,18,50,54
39,007958ca108145eebaf57a98cee453f3,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,8.0,渤海银行-公信贷,5,18,50,54
40,9a68c6d85a1d47b285ed781ff2171e7b,00d481e75bed4c4aa2cdc0799711fe68,3,男,9.0,盈票,5,18,50,54
41,9a68c6d85a1d47b285ed781ff2171e7b,017a5094fe544967ad557489a3c97189,6,unk,9.0,盈票,5,18,50,54
42,9a68c6d85a1d47b285ed781ff2171e7b,714a4f3891024e1daf6753e01a14cbb8,4,男,9.0,盈票,5,18,50,54
43,9a68c6d85a1d47b285ed781ff2171e7b,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,9.0,盈票,5,18,50,54
44,2d4d9eabb84f42d79f26d25d8a776bc6,00d481e75bed4c4aa2cdc0799711fe68,3,男,12.0,度小满-烟草贷,5,18,50,54
45,2d4d9eabb84f42d79f26d25d8a776bc6,017a5094fe544967ad557489a3c97189,6,unk,12.0,度小满-烟草贷,5,18,50,54
46,2d4d9eabb84f42d79f26d25d8a776bc6,714a4f3891024e1daf6753e01a14cbb8,4,男,12.0,度小满-烟草贷,5,18,50,54
47,2d4d9eabb84f42d79f26d25d8a776bc6,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,12.0,度小满-烟草贷,5,18,50,54
48,551fb1a6f07e4b229e7411a0beee55c7,00d481e75bed4c4aa2cdc0799711fe68,3,男,4.0,平安小橙花,5,18,50,54
49,551fb1a6f07e4b229e7411a0beee55c7,017a5094fe544967ad557489a3c97189,6,unk,4.0,平安小橙花,5,18,50,54
50,551fb1a6f07e4b229e7411a0beee55c7,714a4f3891024e1daf6753e01a14cbb8,4,男,4.0,平安小橙花,5,18,50,54
51,551fb1a6f07e4b229e7411a0beee55c7,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,4.0,平安小橙花,5,18,50,54
52,ef05ad6ea2494c8f98103524460ee1b3,00d481e75bed4c4aa2cdc0799711fe68,3,男,12.0,好运贷（限物流、运输行业企业）,5,18,50,54
53,ef05ad6ea2494c8f98103524460ee1b3,017a5094fe544967ad557489a3c97189,6,unk,12.0,好运贷（限物流、运输行业企业）,5,18,50,54
54,ef05ad6ea2494c8f98103524460ee1b3,714a4f3891024e1daf6753e01a14cbb8,4,男,12.0,好运贷（限物流、运输行业企业）,5,18,50,54
55,ef05ad6ea2494c8f98103524460ee1b3,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,12.0,好运贷（限物流、运输行业企业）,5,18,50,54
56,3bdcecb6f6ab4553954b34f159ff8100,00d481e75bed4c4aa2cdc0799711fe68,3,男,4.0,甜橙借钱,5,18,50,54
57,3bdcecb6f6ab4553954b34f159ff8100,017a5094fe544967ad557489a3c97189,6,unk,4.0,甜橙借钱,5,18,50,54
58,3bdcecb6f6ab4553954b34f159ff8100,714a4f3891024e1daf6753e01a14cbb8,4,男,4.0,甜橙借钱,5,18,50,54
59,3bdcecb6f6ab4553954b34f159ff8100,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,4.0,甜橙借钱,5,18,50,54
60,8537092f616346f2a9f3ef23aa120cf8,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,微业贷（仅做展示）,5,18,50,54
61,8537092f616346f2a9f3ef23aa120cf8,017a5094fe544967ad557489a3c97189,6,unk,1.0,微业贷（仅做展示）,5,18,50,54
62,8537092f616346f2a9f3ef23aa120cf8,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,微业贷（仅做展示）,5,18,50,54
63,8537092f616346f2a9f3ef23aa120cf8,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,微业贷（仅做展示）,5,18,50,54
64,8bf2a87b85324911bf34a1056fe1499e,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,客金贷,5,18,50,54
65,8bf2a87b85324911bf34a1056fe1499e,017a5094fe544967ad557489a3c97189,6,unk,1.0,客金贷,5,18,50,54
66,8bf2a87b85324911bf34a1056fe1499e,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,客金贷,5,18,50,54
67,8bf2a87b85324911bf34a1056fe1499e,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,客金贷,5,18,50,54
68,bba2ab7de2d34dfca5c9dd55c4999828,00d481e75bed4c4aa2cdc0799711fe68,3,男,4.0,满意贷,5,18,50,54
69,bba2ab7de2d34dfca5c9dd55c4999828,017a5094fe544967ad557489a3c97189,6,unk,4.0,满意贷,5,18,50,54
70,bba2ab7de2d34dfca5c9dd55c4999828,714a4f3891024e1daf6753e01a14cbb8,4,男,4.0,满意贷,5,18,50,54
71,bba2ab7de2d34dfca5c9dd55c4999828,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,4.0,满意贷,5,18,50,54
72,024f655f486c416aa189b62a44b63fd0,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,平安税金贷（企业主）,5,18,50,54
73,024f655f486c416aa189b62a44b63fd0,017a5094fe544967ad557489a3c97189,6,unk,1.0,平安税金贷（企业主）,5,18,50,54
74,024f655f486c416aa189b62a44b63fd0,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,平安税金贷（企业主）,5,18,50,54
75,024f655f486c416aa189b62a44b63fd0,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,平安税金贷（企业主）,5,18,50,54
76,13374180138745b6bc253bcdfa327de7,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,360发票贷,5,18,50,54
77,13374180138745b6bc253bcdfa327de7,017a5094fe544967ad557489a3c97189,6,unk,2.0,360发票贷,5,18,50,54
78,13374180138745b6bc253bcdfa327de7,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,360发票贷,5,18,50,54
79,13374180138745b6bc253bcdfa327de7,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,360发票贷,5,18,50,54
80,0ecbd81b65974328845f2687fa41e908,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,民生银行-网乐贷,5,18,50,54
81,0ecbd81b65974328845f2687fa41e908,017a5094fe544967ad557489a3c97189,6,unk,1.0,民生银行-网乐贷,5,18,50,54
82,0ecbd81b65974328845f2687fa41e908,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,民生银行-网乐贷,5,18,50,54
83,0ecbd81b65974328845f2687fa41e908,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,民生银行-网乐贷,5,18,50,54
84,1cb48bf7673040d292ffa55cc1931fd9,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,小微快贷,5,18,50,54
85,1cb48bf7673040d292ffa55cc1931fd9,017a5094fe544967ad557489a3c97189,6,unk,1.0,小微快贷,5,18,50,54
86,1cb48bf7673040d292ffa55cc1931fd9,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,小微快贷,5,18,50,54
87,1cb48bf7673040d292ffa55cc1931fd9,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,小微快贷,5,18,50,54
88,9e49cf89e28042628579f7cc3e206a2f,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,外贸贷,5,18,50,54
89,9e49cf89e28042628579f7cc3e206a2f,017a5094fe544967ad557489a3c97189,6,unk,1.0,外贸贷,5,18,50,54
90,9e49cf89e28042628579f7cc3e206a2f,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,外贸贷,5,18,50,54
91,9e49cf89e28042628579f7cc3e206a2f,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,外贸贷,5,18,50,54
92,53611dbb2d0b420482fa04e17261789a,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,富民银行-富税贷,5,18,50,54
93,53611dbb2d0b420482fa04e17261789a,017a5094fe544967ad557489a3c97189,6,unk,1.0,富民银行-富税贷,5,18,50,54
94,53611dbb2d0b420482fa04e17261789a,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,富民银行-富税贷,5,18,50,54
95,53611dbb2d0b420482fa04e17261789a,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,富民银行-富税贷,5,18,50,54
96,abea3f47b6d147f9b0c622dea0425c95,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,新网好企贷,5,18,50,54
97,abea3f47b6d147f9b0c622dea0425c95,017a5094fe544967ad557489a3c97189,6,unk,1.0,新网好企贷,5,18,50,54
98,abea3f47b6d147f9b0c622dea0425c95,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,新网好企贷,5,18,50,54
99,abea3f47b6d147f9b0c622dea0425c95,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,新网好企贷,5,18,50,54
100,2f47c73271d6469f9b6ded2a1eb3e5e2,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,华夏应收账款,5,18,50,54
101,2f47c73271d6469f9b6ded2a1eb3e5e2,017a5094fe544967ad557489a3c97189,6,unk,2.0,华夏应收账款,5,18,50,54
102,2f47c73271d6469f9b6ded2a1eb3e5e2,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,华夏应收账款,5,18,50,54
103,2f47c73271d6469f9b6ded2a1eb3e5e2,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,华夏应收账款,5,18,50,54
104,a898f6f804954eceb2bea3ceb709732c,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,企速贷,5,18,50,54
105,a898f6f804954eceb2bea3ceb709732c,017a5094fe544967ad557489a3c97189,6,unk,1.0,企速贷,5,18,50,54
106,a898f6f804954eceb2bea3ceb709732c,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,企速贷,5,18,50,54
107,a898f6f804954eceb2bea3ceb709732c,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,企速贷,5,18,50,54
108,ddaf966ddaed42f4a7a5ca9c01b51aa0,00d481e75bed4c4aa2cdc0799711fe68,3,男,1.0,税E贷,5,18,50,54
109,ddaf966ddaed42f4a7a5ca9c01b51aa0,017a5094fe544967ad557489a3c97189,6,unk,1.0,税E贷,5,18,50,54
110,ddaf966ddaed42f4a7a5ca9c01b51aa0,714a4f3891024e1daf6753e01a14cbb8,4,男,1.0,税E贷,5,18,50,54
111,ddaf966ddaed42f4a7a5ca9c01b51aa0,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,1.0,税E贷,5,18,50,54
112,db1b6a3ad90e4604ac7d731392dbf505,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,旺新贷,5,18,50,54
113,db1b6a3ad90e4604ac7d731392dbf505,017a5094fe544967ad557489a3c97189,6,unk,2.0,旺新贷,5,18,50,54
114,db1b6a3ad90e4604ac7d731392dbf505,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,旺新贷,5,18,50,54
115,db1b6a3ad90e4604ac7d731392dbf505,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,旺新贷,5,18,50,54
116,6797c6e683a14b4f8ac925a423cb28b2,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,信易融-诺诺,5,18,50,54
117,6797c6e683a14b4f8ac925a423cb28b2,017a5094fe544967ad557489a3c97189,6,unk,2.0,信易融-诺诺,5,18,50,54
118,6797c6e683a14b4f8ac925a423cb28b2,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,信易融-诺诺,5,18,50,54
119,6797c6e683a14b4f8ac925a423cb28b2,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,信易融-诺诺,5,18,50,54
120,3f52b69cf5034925894bea00ced62a74,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,顺新贷,5,18,50,54
121,3f52b69cf5034925894bea00ced62a74,017a5094fe544967ad557489a3c97189,6,unk,2.0,顺新贷,5,18,50,54
122,3f52b69cf5034925894bea00ced62a74,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,顺新贷,5,18,50,54
123,3f52b69cf5034925894bea00ced62a74,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,顺新贷,5,18,50,54
124,65361af48e9d441ba990d1695c7af8ff,00d481e75bed4c4aa2cdc0799711fe68,3,男,4.0,渣打现贷派,5,18,50,54
125,65361af48e9d441ba990d1695c7af8ff,017a5094fe544967ad557489a3c97189,6,unk,4.0,渣打现贷派,5,18,50,54
126,65361af48e9d441ba990d1695c7af8ff,714a4f3891024e1daf6753e01a14cbb8,4,男,4.0,渣打现贷派,5,18,50,54
127,65361af48e9d441ba990d1695c7af8ff,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,4.0,渣打现贷派,5,18,50,54
128,a51718e9ecac453b879c44a7be9e23ef,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,浦税贷-诺诺,5,18,50,54
129,a51718e9ecac453b879c44a7be9e23ef,017a5094fe544967ad557489a3c97189,6,unk,2.0,浦税贷-诺诺,5,18,50,54
130,a51718e9ecac453b879c44a7be9e23ef,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,浦税贷-诺诺,5,18,50,54
131,a51718e9ecac453b879c44a7be9e23ef,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,浦税贷-诺诺,5,18,50,54
132,ffdeacf7a92b404b9d8a9c3d6030db0e,00d481e75bed4c4aa2cdc0799711fe68,3,男,12.0,招行薪福通,5,18,50,54
133,ffdeacf7a92b404b9d8a9c3d6030db0e,017a5094fe544967ad557489a3c97189,6,unk,12.0,招行薪福通,5,18,50,54
134,ffdeacf7a92b404b9d8a9c3d6030db0e,714a4f3891024e1daf6753e01a14cbb8,4,男,12.0,招行薪福通,5,18,50,54
135,ffdeacf7a92b404b9d8a9c3d6030db0e,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,12.0,招行薪福通,5,18,50,54
136,9ba8cf46be224d4b8213cef9b95ce1b4,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,新网好事贷-诺诺,5,18,50,54
137,9ba8cf46be224d4b8213cef9b95ce1b4,017a5094fe544967ad557489a3c97189,6,unk,2.0,新网好事贷-诺诺,5,18,50,54
138,9ba8cf46be224d4b8213cef9b95ce1b4,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,新网好事贷-诺诺,5,18,50,54
139,9ba8cf46be224d4b8213cef9b95ce1b4,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,新网好事贷-诺诺,5,18,50,54
140,d79d6a24b3a64226a495b1fe585deccf,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,平安发票贷（企业主）,5,18,50,54
141,d79d6a24b3a64226a495b1fe585deccf,017a5094fe544967ad557489a3c97189,6,unk,2.0,平安发票贷（企业主）,5,18,50,54
142,d79d6a24b3a64226a495b1fe585deccf,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,平安发票贷（企业主）,5,18,50,54
143,d79d6a24b3a64226a495b1fe585deccf,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,平安发票贷（企业主）,5,18,50,54
144,438bfe809209487b819915e819df040b,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,普数贷,5,18,50,54
145,438bfe809209487b819915e819df040b,017a5094fe544967ad557489a3c97189,6,unk,2.0,普数贷,5,18,50,54
146,438bfe809209487b819915e819df040b,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,普数贷,5,18,50,54
147,438bfe809209487b819915e819df040b,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,普数贷,5,18,50,54
148,10fea68f90e24aa8ba03241f1b0c2cd6,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,瀚华幸福贷,5,18,50,54
149,10fea68f90e24aa8ba03241f1b0c2cd6,017a5094fe544967ad557489a3c97189,6,unk,2.0,瀚华幸福贷,5,18,50,54
150,10fea68f90e24aa8ba03241f1b0c2cd6,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,瀚华幸福贷,5,18,50,54
151,10fea68f90e24aa8ba03241f1b0c2cd6,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,瀚华幸福贷,5,18,50,54
152,81dd32ea7d7944729088ae1245ea9772,00d481e75bed4c4aa2cdc0799711fe68,3,男,2.0,海尔-云数贷,5,18,50,54
153,81dd32ea7d7944729088ae1245ea9772,017a5094fe544967ad557489a3c97189,6,unk,2.0,海尔-云数贷,5,18,50,54
154,81dd32ea7d7944729088ae1245ea9772,714a4f3891024e1daf6753e01a14cbb8,4,男,2.0,海尔-云数贷,5,18,50,54
155,81dd32ea7d7944729088ae1245ea9772,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,2.0,海尔-云数贷,5,18,50,54
156,fd69947e5f8a4c6fb484b143ab4de73c,00d481e75bed4c4aa2cdc0799711fe68,3,男,4.0,平安快贷-新一贷,5,18,50,54
157,fd69947e5f8a4c6fb484b143ab4de73c,017a5094fe544967ad557489a3c97189,6,unk,4.0,平安快贷-新一贷,5,18,50,54
158,fd69947e5f8a4c6fb484b143ab4de73c,714a4f3891024e1daf6753e01a14cbb8,4,男,4.0,平安快贷-新一贷,5,18,50,54
159,fd69947e5f8a4c6fb484b143ab4de73c,8fd1e9489a4249e28d9e7c39a7a56ee6,6,男,4.0,平安快贷-新一贷,5,18,50,54
